"key","date","to","from","action_team","notes","edge_label","pick_involved","rights_involved","teams_involved"
"free agencyRyan Richards","2016-09-19","free agency","Ryan Richards","Spurs","waived","On 2016-09-19, Ryan Richards becomes a free agent from Spurs",FALSE,FALSE,"Spurs"
"free agencyRichard Solomon","2016-09-20","Richard Solomon","free agency","Hawks","signed free agent","On 2016-09-20, Richard Solomon is signed free agent by Hawks",FALSE,FALSE,"Hawks"
"free agencyRyan Kelly","2016-09-20","Ryan Kelly","free agency","Hawks","signed unrestricted free agent","On 2016-09-20, Ryan Kelly is signed unrestricted free agent by Hawks",FALSE,FALSE,"Hawks"
"free agencyWill Bynum","2016-09-20","Will Bynum","free agency","Hawks","signed unrestricted free agent","On 2016-09-20, Will Bynum is signed unrestricted free agent by Hawks",FALSE,FALSE,"Hawks"
"Brady Heslipfree agency","2016-09-20","Brady Heslip","free agency","Raptors","signed free agent","On 2016-09-20, Brady Heslip is signed free agent by Raptors",FALSE,FALSE,"Raptors"
"Casper Warefree agency","2016-09-20","Casper Ware","free agency","Wizards","signed free agent","On 2016-09-20, Casper Ware is signed free agent by Wizards",FALSE,FALSE,"Wizards"
"free agencyThomas Robinson","2016-09-21","Thomas Robinson","free agency","Lakers","signed unrestricted free agent","On 2016-09-21, Thomas Robinson is signed unrestricted free agent by Lakers",FALSE,FALSE,"Lakers"
"free agencyJaleel Roberts","2016-09-22","Jaleel Roberts","free agency","Bucks","signed free agent (R)","On 2016-09-22, Jaleel Roberts is signed free agent (R) by Bucks",FALSE,FALSE,"Bucks"
"Michael BeasleyTyler Ennis","2016-09-22","Michael Beasley","Tyler Ennis","Bucks","trade with Rockets","On 2016-09-22, Bucks make trade with Rockets for Michael Beasley, and in exhchange give Tyler Ennis to them.",FALSE,FALSE,"Bucks, Rockets"
"Alex Carusofree agency","2016-09-22","Alex Caruso","free agency","Thunder","signed free agent","On 2016-09-22, Alex Caruso is signed free agent by Thunder",FALSE,FALSE,"Thunder"
"Chris Wright (cfree agency","2016-09-22","Chris Wright (c","free agency","Thunder","signed free agent","On 2016-09-22, Chris Wright (c) is signed free agent by Thunder",FALSE,FALSE,"Thunder"
"free agencyKaleb Tarczewski","2016-09-22","Kaleb Tarczewski","free agency","Thunder","signed free agent","On 2016-09-22, Kaleb Tarczewski is signed free agent by Thunder",FALSE,FALSE,"Thunder"
"free agencyScott Wood","2016-09-22","Scott Wood","free agency","Warriors","signed free agent","On 2016-09-22, Scott Wood is signed free agent by Warriors",FALSE,FALSE,"Warriors"
"free agencyJabari Brown","2016-09-23","Jabari Brown","free agency","Bucks","signed free agent","On 2016-09-23, Jabari Brown is signed free agent by Bucks",FALSE,FALSE,"Bucks"
"Chris Crawford (bfree agency","2016-09-23","Chris Crawford (b","free agency","Grizzlies","signed free agent","On 2016-09-23, Chris Crawford (b) is signed free agent by Grizzlies",FALSE,FALSE,"Grizzlies"
"free agencyKeith Benson","2016-09-23","Keith Benson","free agency","Heat","signed free agent","On 2016-09-23, Keith Benson is signed free agent by Heat",FALSE,FALSE,"Heat"
"free agencyPerry Ellis","2016-09-23","Perry Ellis","free agency","Hornets","signed free agent","On 2016-09-23, Perry Ellis is signed free agent by Hornets",FALSE,FALSE,"Hornets"
"Eric Dawsonfree agency","2016-09-23","Eric Dawson","free agency","Jazz","signed free agent","On 2016-09-23, Eric Dawson is signed free agent by Jazz",FALSE,FALSE,"Jazz"
"Bobby Brownfree agency","2016-09-23","Bobby Brown","free agency","Rockets","signed unrestricted free agent","On 2016-09-23, Bobby Brown is signed unrestricted free agent by Rockets",FALSE,FALSE,"Rockets"
"free agencyGary Payton II","2016-09-23","Gary Payton II","free agency","Rockets","signed free agent","On 2016-09-23, Gary Payton II is signed free agent by Rockets",FALSE,FALSE,"Rockets"
"free agencyIsaiah Taylor","2016-09-23","Isaiah Taylor","free agency","Rockets","signed free agent","On 2016-09-23, Isaiah Taylor is signed free agent by Rockets",FALSE,FALSE,"Rockets"
"free agencyKyle Wiltjer","2016-09-23","Kyle Wiltjer","free agency","Rockets","signed free agent","On 2016-09-23, Kyle Wiltjer is signed free agent by Rockets",FALSE,FALSE,"Rockets"
"free agencyMarcus Denmon","2016-09-23","free agency","Marcus Denmon","Spurs","waived / renounced rights","On 2016-09-23, Marcus Denmon becomes a free agent from Spurs",FALSE,FALSE,"Spurs"
"Derek Cooke Jr.free agency","2016-09-23","Derek Cooke Jr.","free agency","Suns","signed free agent","On 2016-09-23, Derek Cooke Jr. is signed free agent by Suns",FALSE,FALSE,"Suns"
"Daniel Ochefufree agency","2016-09-23","Daniel Ochefu","free agency","Wizards","signed free agent (CBC)","On 2016-09-23, Daniel Ochefu is signed free agent (CBC) by Wizards",FALSE,FALSE,"Wizards"
"free agencyThomas Walkup","2016-09-24","Thomas Walkup","free agency","Bulls","signed free agent","On 2016-09-24, Thomas Walkup is signed free agent by Bulls",FALSE,FALSE,"Bulls"
"free agencyTianju He (CBS S / He Tianju","2016-09-24","free agency","Tianju He (CBS S / He Tianju","Pelicans","waived","On 2016-09-24, Tianju He (CBS S) / He Tianju becomes a free agent from Pelicans",FALSE,FALSE,"Pelicans"
"free agencyQuinn Cook","2016-09-24","Quinn Cook","free agency","Pelicans","signed free agent","On 2016-09-24, Quinn Cook is signed free agent by Pelicans",FALSE,FALSE,"Pelicans"
"free agencyKevin Garnett","2016-09-24","free agency","Kevin Garnett","Timberwolves","waived","On 2016-09-24, Kevin Garnett becomes a free agent from Timberwolves",FALSE,FALSE,"Timberwolves"
"free agencyGracin Bakumanya","2016-09-25","Gracin Bakumanya","free agency","Suns","signed free agent","On 2016-09-25, Gracin Bakumanya is signed free agent by Suns",FALSE,FALSE,"Suns"
"free agencyJonathan Holmes","2016-09-26","Jonathan Holmes","free agency","Cavaliers","signed free agent","On 2016-09-26, Jonathan Holmes is signed free agent by Cavaliers",FALSE,FALSE,"Cavaliers"
"Abdel Naderfree agency","2016-09-26","free agency","Abdel Nader","Celtics","waived","On 2016-09-26, Abdel Nader becomes a free agent from Celtics",FALSE,FALSE,"Celtics"
"free agencyNicolas Laprovittola","2016-09-26","Nicolas Laprovittola","free agency","Spurs","signed free agent","On 2016-09-26, Nicolas Laprovittola is signed free agent by Spurs",FALSE,FALSE,"Spurs"
"free agencyP.J. Hairston","2016-09-29","P.J. Hairston","free agency","Rockets","signed unrestricted free agent to a non-guaranteed contract","On 2016-09-29, P.J. Hairston is signed unrestricted free agent to a non-guaranteed contract by Rockets",FALSE,FALSE,"Rockets"
"free agencyJosh Magette","2016-10-02","Josh Magette","free agency","Hawks","signed free agent","On 2016-10-02, Josh Magette is signed free agent by Hawks",FALSE,FALSE,"Hawks"
"free agencyMarcus Paige","2016-10-13","free agency","Marcus Paige","Jazz","waived","On 2016-10-13, Marcus Paige becomes a free agent from Jazz",FALSE,FALSE,"Jazz"
"free agencyLuis Montero","2016-10-15","free agency","Luis Montero","Blazers","waived","On 2016-10-15, Luis Montero becomes a free agent from Blazers",FALSE,FALSE,"Blazers"
"Michael Carter-WilliamsTony Snell","2016-10-17","Tony Snell","Michael Carter-Williams","Bucks","trade with Bulls","On 2016-10-17, Bucks make trade with Bulls for Tony Snell, and in exhchange give Michael Carter-Williams to them.",FALSE,FALSE,"Bucks, Bulls"
"free agencyJaleel Cousins","2016-10-17","Jaleel Cousins","free agency","Mavericks","signed free agent","On 2016-10-17, Jaleel Cousins is signed free agent by Mavericks",FALSE,FALSE,"Mavericks"
"free agencyReggie Williams","2016-10-17","Reggie Williams","free agency","Thunder","signed free agent","On 2016-10-17, Reggie Williams is signed free agent by Thunder",FALSE,FALSE,"Thunder"
"free agencyKellen Dunham","2016-10-20","Kellen Dunham","free agency","Grizzlies","signed free agent","On 2016-10-20, Kellen Dunham is signed free agent by Grizzlies",FALSE,FALSE,"Grizzlies"
"Ben Bentilfree agency","2016-10-21","free agency","Ben Bentil","Celtics","waived","On 2016-10-21, Ben Bentil becomes a free agent from Celtics",FALSE,FALSE,"Celtics"
"Cleanthony Earlyfree agency","2016-10-21","free agency","Cleanthony Early","Knicks","waived","On 2016-10-21, Cleanthony Early becomes a free agent from Knicks",FALSE,FALSE,"Knicks"
"free agencyLouis Amundson / Lou Amundson","2016-10-21","free agency","Louis Amundson / Lou Amundson","Knicks","waived","On 2016-10-21, Louis Amundson / Lou Amundson becomes a free agent from Knicks",FALSE,FALSE,"Knicks"
"free agencyRamon Galloway","2016-10-21","Ramon Galloway","free agency","Magic","signed free agent","On 2016-10-21, Ramon Galloway is signed free agent by Magic",FALSE,FALSE,"Magic"
"free agencyShawn Dawson","2016-10-21","free agency","Shawn Dawson","Pelicans","waived (R)","On 2016-10-21, Shawn Dawson becomes a free agent from Pelicans",FALSE,FALSE,"Pelicans"
"Chris Obekpafree agency","2016-10-21","Chris Obekpa","free agency","Warriors","signed free agent","On 2016-10-21, Chris Obekpa is signed free agent by Warriors",FALSE,FALSE,"Warriors"
"free agencyVashil Fernandez","2016-10-22","free agency","Vashil Fernandez","Heat","waived","On 2016-10-22, Vashil Fernandez becomes a free agent from Heat",FALSE,FALSE,"Heat"
"Chris Johnson (bfree agency","2016-10-22","free agency","Chris Johnson (b","Jazz","waived","On 2016-10-22, Chris Johnson (b) becomes a free agent from Jazz",FALSE,FALSE,"Jazz"
"free agencyHamady Ndiaye / Hamady N'Diaye","2016-10-22","Hamady Ndiaye / Hamady N'Diaye","free agency","Pistons","signed free agent","On 2016-10-22, Hamady Ndiaye / Hamady N'Diaye is signed free agent by Pistons",FALSE,FALSE,"Pistons"
"free agencyLivio Jean-Charles","2016-10-22","free agency","Livio Jean-Charles","Spurs","waived","On 2016-10-22, Livio Jean-Charles becomes a free agent from Spurs",FALSE,FALSE,"Spurs"
"free agencyJarell Eddie","2016-10-22","free agency","Jarell Eddie","Wizards","waived","On 2016-10-22, Jarell Eddie becomes a free agent from Wizards",FALSE,FALSE,"Wizards"
"free agencyMamadou N'diaye","2016-10-22","Mamadou N'diaye","free agency","Pistons","signed free agent","On 2016-10-22, Mamadou N'diaye is signed free agent by Pistons",FALSE,FALSE,"Pistons"
"free agencyLe'Bryan Nash","2016-10-22","Le'Bryan Nash","free agency","Rockets","signed free agent","On 2016-10-22, Le'Bryan Nash is signed free agent by Rockets",FALSE,FALSE,"Rockets"
"free agencyJeremy Evans","2016-10-23","free agency","Jeremy Evans","Pacers","waived","On 2016-10-23, Jeremy Evans becomes a free agent from Pacers",FALSE,FALSE,"Pacers"
"free agencyR.J. Hunter","2016-10-24","free agency","R.J. Hunter","Celtics","waived","On 2016-10-24, R.J. Hunter becomes a free agent from Celtics",FALSE,FALSE,"Celtics"
"free agencyJordan Adams","2016-10-24","free agency","Jordan Adams","Grizzlies","waived","On 2016-10-24, Jordan Adams becomes a free agent from Grizzlies",FALSE,FALSE,"Grizzlies"
"free agencyIsaiah Cousins","2016-10-24","free agency","Isaiah Cousins","Kings","waived","On 2016-10-24, Isaiah Cousins becomes a free agent from Kings",FALSE,FALSE,"Kings"
"Anthony Brownfree agency","2016-10-24","free agency","Anthony Brown","Lakers","waived","On 2016-10-24, Anthony Brown becomes a free agent from Lakers",FALSE,FALSE,"Lakers"
"Archie Goodwinfree agency","2016-10-24","free agency","Archie Goodwin","Suns","waived","On 2016-10-24, Archie Goodwin becomes a free agent from Suns",FALSE,FALSE,"Suns"
"free agencyMitch McGary","2016-10-24","free agency","Mitch McGary","Thunder","waived","On 2016-10-24, Mitch McGary becomes a free agent from Thunder",FALSE,FALSE,"Thunder"
"Dionte Christmasfree agency","2016-10-24","Dionte Christmas","free agency","76ers","signed free agent","On 2016-10-24, Dionte Christmas is signed free agent by 76ers",FALSE,FALSE,"76ers"
"free agencyWalter Tavares / Edy Tavares","2016-10-31","free agency","Walter Tavares / Edy Tavares","Hawks","waived","On 2016-10-31, Walter Tavares / Edy Tavares becomes a free agent from Hawks",FALSE,FALSE,"Hawks"
"Ersan IlyasovaJerami Grant","2016-11-01","Ersan Ilyasova","Jerami Grant","76ers","trade with Thunder","On 2016-11-01, 76ers make trade with Thunder for Ersan Ilyasova, and in exhchange give Jerami Grant to them.",FALSE,FALSE,"76ers, Thunder"
"free agencyPierre Jackson","2016-12-27","Pierre Jackson","free agency","Mavericks","signed free agent to a 2-year contract","On 2016-12-27, Pierre Jackson is signed free agent to a 2-year contract by Mavericks",FALSE,FALSE,"Mavericks"
"Aaron Harrisonfree agency","2017-01-03","free agency","Aaron Harrison","Hornets","waived","On 2017-01-03, Aaron Harrison becomes a free agent from Hornets",FALSE,FALSE,"Hornets"
"Donatas Motiejunasfree agency","2017-01-03","Donatas Motiejunas","free agency","Pelicans","signed unrestricted free agent for the remainder of the season","On 2017-01-03, Donatas Motiejunas is signed unrestricted free agent for the remainder of the season by Pelicans",FALSE,FALSE,"Pelicans"
"free agencyHollis Thompson","2017-01-04","free agency","Hollis Thompson","76ers","waived","On 2017-01-04, Hollis Thompson becomes a free agent from 76ers",FALSE,FALSE,"76ers"
"Caleb SwaniganMoritz Wagner / Moe Wagner","2017-01-06","Caleb Swanigan","Moritz Wagner / Moe Wagner","Blazers","trade with Cavaliers","On 2017-01-06, Blazers make trade with Cavaliers for 2017 first round pick (#26-Caleb Swanigan), and in exhchange give 2018 first round pick (#25-Moritz Wagner / Moe Wagner) to them.",TRUE,FALSE,"Blazers, Cavaliers"
"Kyle KorverMike Dunleavy","2017-01-07","Kyle Korver","Mike Dunleavy","Cavaliers","trade with Hawks","On 2017-01-07, Cavaliers make trade with Hawks for Kyle Korver, and in exhchange give Mike Dunleavy to them.",FALSE,FALSE,"Cavaliers, Hawks"
"Kyle KorverMaurice Williams / Mo Williams","2017-01-07","Kyle Korver","Maurice Williams / Mo Williams","Cavaliers","trade with Hawks","On 2017-01-07, Cavaliers make trade with Hawks for Kyle Korver, and in exhchange give Maurice Williams / Mo Williams to them.",FALSE,FALSE,"Cavaliers, Hawks"
"cashKyle Korver","2017-01-07","Kyle Korver","cash","Cavaliers","trade with Hawks","On 2017-01-07, Cavaliers make trade with Hawks for Kyle Korver, and in exhchange give cash considerations to them.",FALSE,FALSE,"Cavaliers, Hawks"
"Cenk AkyolMaurice Williams / Mo Williams","2017-01-18","Cenk Akyol","Maurice Williams / Mo Williams","Hawks","trade with Nuggets","On 2017-01-18, Hawks make trade with Nuggets for rights to Cenk Akyol, and in exhchange give Maurice Williams / Mo Williams to them.",FALSE,TRUE,"Hawks, Nuggets"
"cashCenk Akyol","2017-01-18","Cenk Akyol","cash","Hawks","trade with Nuggets","On 2017-01-18, Hawks make trade with Nuggets for rights to Cenk Akyol, and in exhchange give cash to them.",FALSE,TRUE,"Hawks, Nuggets"
"Maurice Williams / Mo Williamstrade exception","2017-01-18","trade exception","Maurice Williams / Mo Williams","Hawks","trade with Nuggets","On 2017-01-18, Hawks make trade with Nuggets for traded player exception, and in exhchange give Maurice Williams / Mo Williams to them.",FALSE,FALSE,"Hawks, Nuggets"
"free agencyMaurice Williams / Mo Williams","2017-01-18","free agency","Maurice Williams / Mo Williams","Nuggets","waived","On 2017-01-18, Maurice Williams / Mo Williams becomes a free agent from Nuggets",FALSE,FALSE,"Nuggets"
"Miles PlumleeRoy Hibbert","2017-02-02","Roy Hibbert","Miles Plumlee","Bucks","trade with Hornets","On 2017-02-02, Bucks make trade with Hornets for Roy Hibbert, and in exhchange give Miles Plumlee to them.",FALSE,FALSE,"Bucks, Hornets"
"cashRoy Hibbert","2017-02-02","Roy Hibbert","cash","Bucks","trade with Hornets","On 2017-02-02, Bucks make trade with Hornets for Roy Hibbert, and in exhchange give cash to them.",FALSE,FALSE,"Bucks, Hornets"
"Miles PlumleeSpencer Hawes","2017-02-02","Spencer Hawes","Miles Plumlee","Bucks","trade with Hornets","On 2017-02-02, Bucks make trade with Hornets for Spencer Hawes, and in exhchange give Miles Plumlee to them.",FALSE,FALSE,"Bucks, Hornets"
"cashSpencer Hawes","2017-02-02","Spencer Hawes","cash","Bucks","trade with Hornets","On 2017-02-02, Bucks make trade with Hornets for Spencer Hawes, and in exhchange give cash to them.",FALSE,FALSE,"Bucks, Hornets"
"Jusuf NurkicMason Plumlee","2017-02-12","Jusuf Nurkic","Mason Plumlee","Blazers","trade with Nuggets","On 2017-02-12, Blazers make trade with Nuggets for Jusuf Nurkic, and in exhchange give Mason Plumlee to them.",FALSE,FALSE,"Blazers, Nuggets"
"Jusuf NurkicShake Milton","2017-02-12","Jusuf Nurkic","Shake Milton","Blazers","trade with Nuggets","On 2017-02-12, Blazers make trade with Nuggets for Jusuf Nurkic, and in exhchange give 2018 second round pick (less favorable of Blazers, Kings picks) (#54-Shake Milton) to them.",TRUE,FALSE,"Blazers, Nuggets"
