"date","from","to","action_team","notes","edge_label","pick_involved"
"2008-02-19","Jason Kidd","Keith Van Horn","Mavericks","trade with Nets","On 2008-02-19, Mavericks make trade with Nets for Jason Kidd, and in exhchange give Keith Van Horn to them.",FALSE
"2008-02-19","Jason Kidd","2008 pick (#21-Ryan Anderson)","Mavericks","trade with Nets","On 2008-02-19, Mavericks make trade with Nets for Jason Kidd, and in exhchange give 2008 pick (#21-Ryan Anderson) to them.",TRUE
"2008-02-19","Jason Kidd","2010 pick (#27-Jordan Crawford)","Mavericks","trade with Nets","On 2008-02-19, Mavericks make trade with Nets for Jason Kidd, and in exhchange give 2010 pick (#27-Jordan Crawford) to them.",TRUE
"2008-02-19","Jason Kidd","cash","Mavericks","trade with Nets","On 2008-02-19, Mavericks make trade with Nets for Jason Kidd, and in exhchange give cash to them.",FALSE
"2008-02-19","Malik Allen","Devin Harris","Mavericks","trade with Nets","On 2008-02-19, Mavericks make trade with Nets for Malik Allen, and in exhchange give Devin Harris to them.",FALSE
"2008-02-19","Malik Allen","DeSagana Diop","Mavericks","trade with Nets","On 2008-02-19, Mavericks make trade with Nets for Malik Allen, and in exhchange give DeSagana Diop to them.",FALSE
"2008-02-19","Malik Allen","Trenton Hassell","Mavericks","trade with Nets","On 2008-02-19, Mavericks make trade with Nets for Malik Allen, and in exhchange give Trenton Hassell to them.",FALSE
"2008-02-19","Malik Allen","Maurice Ager","Mavericks","trade with Nets","On 2008-02-19, Mavericks make trade with Nets for Malik Allen, and in exhchange give Maurice Ager to them.",FALSE
"2008-02-19","Malik Allen","Keith Van Horn","Mavericks","trade with Nets","On 2008-02-19, Mavericks make trade with Nets for Malik Allen, and in exhchange give Keith Van Horn to them.",FALSE
"2008-02-19","Malik Allen","2008 pick (#21-Ryan Anderson)","Mavericks","trade with Nets","On 2008-02-19, Mavericks make trade with Nets for Malik Allen, and in exhchange give 2008 pick (#21-Ryan Anderson) to them.",TRUE
"2008-02-19","Malik Allen","2010 pick (#27-Jordan Crawford)","Mavericks","trade with Nets","On 2008-02-19, Mavericks make trade with Nets for Malik Allen, and in exhchange give 2010 pick (#27-Jordan Crawford) to them.",TRUE
"2008-02-19","Malik Allen","cash","Mavericks","trade with Nets","On 2008-02-19, Mavericks make trade with Nets for Malik Allen, and in exhchange give cash to them.",FALSE
"2008-02-19","Antoine Wright","Devin Harris","Mavericks","trade with Nets","On 2008-02-19, Mavericks make trade with Nets for Antoine Wright, and in exhchange give Devin Harris to them.",FALSE
"2008-02-19","Antoine Wright","DeSagana Diop","Mavericks","trade with Nets","On 2008-02-19, Mavericks make trade with Nets for Antoine Wright, and in exhchange give DeSagana Diop to them.",FALSE
"2008-02-19","Antoine Wright","Trenton Hassell","Mavericks","trade with Nets","On 2008-02-19, Mavericks make trade with Nets for Antoine Wright, and in exhchange give Trenton Hassell to them.",FALSE
"2008-02-19","Antoine Wright","Maurice Ager","Mavericks","trade with Nets","On 2008-02-19, Mavericks make trade with Nets for Antoine Wright, and in exhchange give Maurice Ager to them.",FALSE
"2008-02-19","Antoine Wright","Keith Van Horn","Mavericks","trade with Nets","On 2008-02-19, Mavericks make trade with Nets for Antoine Wright, and in exhchange give Keith Van Horn to them.",FALSE
"2008-02-19","Antoine Wright","2008 pick (#21-Ryan Anderson)","Mavericks","trade with Nets","On 2008-02-19, Mavericks make trade with Nets for Antoine Wright, and in exhchange give 2008 pick (#21-Ryan Anderson) to them.",TRUE
"2008-02-19","Antoine Wright","2010 pick (#27-Jordan Crawford)","Mavericks","trade with Nets","On 2008-02-19, Mavericks make trade with Nets for Antoine Wright, and in exhchange give 2010 pick (#27-Jordan Crawford) to them.",TRUE
"2008-02-19","Antoine Wright","cash","Mavericks","trade with Nets","On 2008-02-19, Mavericks make trade with Nets for Antoine Wright, and in exhchange give cash to them.",FALSE
"2008-02-20","Brent Barry","Kurt Thomas","Sonics","trade with Spurs","On 2008-02-20, Sonics make trade with Spurs for Brent Barry, and in exhchange give Kurt Thomas to them.",FALSE
"2008-02-20","Francisco Elson","Kurt Thomas","Sonics","trade with Spurs","On 2008-02-20, Sonics make trade with Spurs for Francisco Elson, and in exhchange give Kurt Thomas to them.",FALSE
"2008-02-21","Von Wafer","Taurean Green","Blazers","trade with Nuggets","On 2008-02-21, Blazers make trade with Nuggets for Von Wafer, and in exhchange give Taurean Green to them.",FALSE
"2008-02-21","Larry Hughes","Ben Wallace","Bulls","3-team trade with Cavaliers, Sonics","On 2008-02-21, Bulls make 3-team trade with Cavaliers, Sonics for Larry Hughes, and in exhchange give Ben Wallace to them.",FALSE
"2008-02-21","Larry Hughes","Joe Smith","Bulls","3-team trade with Cavaliers, Sonics","On 2008-02-21, Bulls make 3-team trade with Cavaliers, Sonics for Larry Hughes, and in exhchange give Joe Smith to them.",FALSE
"2008-02-21","Larry Hughes","Delonte West","Bulls","3-team trade with Cavaliers, Sonics","On 2008-02-21, Bulls make 3-team trade with Cavaliers, Sonics for Larry Hughes, and in exhchange give Delonte West to them.",FALSE
"2008-02-21","Larry Hughes","2009 pick (#46-Danny Green)","Bulls","3-team trade with Cavaliers, Sonics","On 2008-02-21, Bulls make 3-team trade with Cavaliers, Sonics for Larry Hughes, and in exhchange give 2009 pick (#46-Danny Green) to them.",TRUE
"2008-02-21","Drew Gooden","Ben Wallace","Bulls","3-team trade with Cavaliers, Sonics","On 2008-02-21, Bulls make 3-team trade with Cavaliers, Sonics for Drew Gooden, and in exhchange give Ben Wallace to them.",FALSE
"2008-02-21","Drew Gooden","Joe Smith","Bulls","3-team trade with Cavaliers, Sonics","On 2008-02-21, Bulls make 3-team trade with Cavaliers, Sonics for Drew Gooden, and in exhchange give Joe Smith to them.",FALSE
"2008-02-21","Drew Gooden","Delonte West","Bulls","3-team trade with Cavaliers, Sonics","On 2008-02-21, Bulls make 3-team trade with Cavaliers, Sonics for Drew Gooden, and in exhchange give Delonte West to them.",FALSE
"2008-02-21","Drew Gooden","2009 pick (#46-Danny Green)","Bulls","3-team trade with Cavaliers, Sonics","On 2008-02-21, Bulls make 3-team trade with Cavaliers, Sonics for Drew Gooden, and in exhchange give 2009 pick (#46-Danny Green) to them.",TRUE
"2008-02-21","Shannon Brown","Ben Wallace","Bulls","3-team trade with Cavaliers, Sonics","On 2008-02-21, Bulls make 3-team trade with Cavaliers, Sonics for Shannon Brown, and in exhchange give Ben Wallace to them.",FALSE
"2008-02-21","Shannon Brown","Joe Smith","Bulls","3-team trade with Cavaliers, Sonics","On 2008-02-21, Bulls make 3-team trade with Cavaliers, Sonics for Shannon Brown, and in exhchange give Joe Smith to them.",FALSE
"2008-02-21","Shannon Brown","Delonte West","Bulls","3-team trade with Cavaliers, Sonics","On 2008-02-21, Bulls make 3-team trade with Cavaliers, Sonics for Shannon Brown, and in exhchange give Delonte West to them.",FALSE
"2008-02-21","Shannon Brown","2009 pick (#46-Danny Green)","Bulls","3-team trade with Cavaliers, Sonics","On 2008-02-21, Bulls make 3-team trade with Cavaliers, Sonics for Shannon Brown, and in exhchange give 2009 pick (#46-Danny Green) to them.",TRUE
"2008-02-21","Cedric Simmons","Ben Wallace","Bulls","3-team trade with Cavaliers, Sonics","On 2008-02-21, Bulls make 3-team trade with Cavaliers, Sonics for Cedric Simmons, and in exhchange give Ben Wallace to them.",FALSE
"2008-02-21","Cedric Simmons","Joe Smith","Bulls","3-team trade with Cavaliers, Sonics","On 2008-02-21, Bulls make 3-team trade with Cavaliers, Sonics for Cedric Simmons, and in exhchange give Joe Smith to them.",FALSE
"2008-02-21","Cedric Simmons","Delonte West","Bulls","3-team trade with Cavaliers, Sonics","On 2008-02-21, Bulls make 3-team trade with Cavaliers, Sonics for Cedric Simmons, and in exhchange give Delonte West to them.",FALSE
"2008-02-21","Cedric Simmons","2009 pick (#46-Danny Green)","Bulls","3-team trade with Cavaliers, Sonics","On 2008-02-21, Bulls make 3-team trade with Cavaliers, Sonics for Cedric Simmons, and in exhchange give 2009 pick (#46-Danny Green) to them.",TRUE
"2008-02-21","Ben Wallace","Ira Newble","Cavaliers","3-team trade with Bulls, Sonics","On 2008-02-21, Cavaliers make 3-team trade with Bulls, Sonics for Ben Wallace, and in exhchange give Ira Newble to them.",FALSE
"2008-02-21","Ben Wallace","Donyell Marshall","Cavaliers","3-team trade with Bulls, Sonics","On 2008-02-21, Cavaliers make 3-team trade with Bulls, Sonics for Ben Wallace, and in exhchange give Donyell Marshall to them.",FALSE
"2008-02-21","Joe Smith","Ira Newble","Cavaliers","3-team trade with Bulls, Sonics","On 2008-02-21, Cavaliers make 3-team trade with Bulls, Sonics for Joe Smith, and in exhchange give Ira Newble to them.",FALSE
"2008-02-21","Joe Smith","Donyell Marshall","Cavaliers","3-team trade with Bulls, Sonics","On 2008-02-21, Cavaliers make 3-team trade with Bulls, Sonics for Joe Smith, and in exhchange give Donyell Marshall to them.",FALSE
"2008-02-21","Wally Szczerbiak","Larry Hughes","Cavaliers","3-team trade with Bulls, Sonics","On 2008-02-21, Cavaliers make 3-team trade with Bulls, Sonics for Wally Szczerbiak, and in exhchange give Larry Hughes to them.",FALSE
"2008-02-21","Wally Szczerbiak","Drew Gooden","Cavaliers","3-team trade with Bulls, Sonics","On 2008-02-21, Cavaliers make 3-team trade with Bulls, Sonics for Wally Szczerbiak, and in exhchange give Drew Gooden to them.",FALSE
"2008-02-21","Wally Szczerbiak","Cedric Simmons","Cavaliers","3-team trade with Bulls, Sonics","On 2008-02-21, Cavaliers make 3-team trade with Bulls, Sonics for Wally Szczerbiak, and in exhchange give Cedric Simmons to them.",FALSE
"2008-02-21","Wally Szczerbiak","Ira Newble","Cavaliers","3-team trade with Bulls, Sonics","On 2008-02-21, Cavaliers make 3-team trade with Bulls, Sonics for Wally Szczerbiak, and in exhchange give Ira Newble to them.",FALSE
"2008-02-21","Wally Szczerbiak","Donyell Marshall","Cavaliers","3-team trade with Bulls, Sonics","On 2008-02-21, Cavaliers make 3-team trade with Bulls, Sonics for Wally Szczerbiak, and in exhchange give Donyell Marshall to them.",FALSE
"2008-02-21","Delonte West","Ira Newble","Cavaliers","3-team trade with Bulls, Sonics","On 2008-02-21, Cavaliers make 3-team trade with Bulls, Sonics for Delonte West, and in exhchange give Ira Newble to them.",FALSE
"2008-02-21","Delonte West","Donyell Marshall","Cavaliers","3-team trade with Bulls, Sonics","On 2008-02-21, Cavaliers make 3-team trade with Bulls, Sonics for Delonte West, and in exhchange give Donyell Marshall to them.",FALSE
"2008-02-21","2009 pick (#46-Danny Green)","Ira Newble","Cavaliers","3-team trade with Bulls, Sonics","On 2008-02-21, Cavaliers make 3-team trade with Bulls, Sonics for 2009 pick (#46-Danny Green), and in exhchange give Ira Newble to them.",TRUE
"2008-02-21","2009 pick (#46-Danny Green)","Donyell Marshall","Cavaliers","3-team trade with Bulls, Sonics","On 2008-02-21, Cavaliers make 3-team trade with Bulls, Sonics for 2009 pick (#46-Danny Green), and in exhchange give Donyell Marshall to them.",TRUE
"2008-02-21","Marcus Vinicius Viera de Souza","rights to Sergei Lishouk / Sergei Lishchuk","Grizzlies","3-team trade with Hornets, Rockets","On 2008-02-21, Grizzlies make 3-team trade with Hornets, Rockets for Marcus Vinicius Viera de Souza, and in exhchange give rights to Sergei Lishouk / Sergei Lishchuk to them.",FALSE
"2008-02-21","rights to Malick Badiane","rights to Sergei Lishouk / Sergei Lishchuk","Grizzlies","3-team trade with Hornets, Rockets","On 2008-02-21, Grizzlies make 3-team trade with Hornets, Rockets for rights to Malick Badiane, and in exhchange give rights to Sergei Lishouk / Sergei Lishchuk to them.",FALSE
"2008-02-21","cash","rights to Sergei Lishouk / Sergei Lishchuk","Grizzlies","3-team trade with Hornets, Rockets","On 2008-02-21, Grizzlies make 3-team trade with Hornets, Rockets for cash, and in exhchange give rights to Sergei Lishouk / Sergei Lishchuk to them.",FALSE
"2008-02-21","Bonzi Wells","Bobby Jackson","Hornets","3-team trade with Grizzlies, Rockets","On 2008-02-21, Hornets make 3-team trade with Grizzlies, Rockets for Bonzi Wells, and in exhchange give Bobby Jackson to them.",FALSE
"2008-02-21","Bonzi Wells","Adam Haluska","Hornets","3-team trade with Grizzlies, Rockets","On 2008-02-21, Hornets make 3-team trade with Grizzlies, Rockets for Bonzi Wells, and in exhchange give Adam Haluska to them.",FALSE
"2008-02-21","Bonzi Wells","Marcus Vinicius Viera de Souza","Hornets","3-team trade with Grizzlies, Rockets","On 2008-02-21, Hornets make 3-team trade with Grizzlies, Rockets for Bonzi Wells, and in exhchange give Marcus Vinicius Viera de Souza to them.",FALSE
"2008-02-21","Bonzi Wells","2008 pick (#54-Maarty Leunen)","Hornets","3-team trade with Grizzlies, Rockets","On 2008-02-21, Hornets make 3-team trade with Grizzlies, Rockets for Bonzi Wells, and in exhchange give 2008 pick (#54-Maarty Leunen) to them.",TRUE
"2008-02-21","Mike James (Lamont)","Bobby Jackson","Hornets","3-team trade with Grizzlies, Rockets","On 2008-02-21, Hornets make 3-team trade with Grizzlies, Rockets for Mike James (Lamont), and in exhchange give Bobby Jackson to them.",FALSE
"2008-02-21","Mike James (Lamont)","Adam Haluska","Hornets","3-team trade with Grizzlies, Rockets","On 2008-02-21, Hornets make 3-team trade with Grizzlies, Rockets for Mike James (Lamont), and in exhchange give Adam Haluska to them.",FALSE
"2008-02-21","Mike James (Lamont)","Marcus Vinicius Viera de Souza","Hornets","3-team trade with Grizzlies, Rockets","On 2008-02-21, Hornets make 3-team trade with Grizzlies, Rockets for Mike James (Lamont), and in exhchange give Marcus Vinicius Viera de Souza to them.",FALSE
"2008-02-21","Mike James (Lamont)","2008 pick (#54-Maarty Leunen)","Hornets","3-team trade with Grizzlies, Rockets","On 2008-02-21, Hornets make 3-team trade with Grizzlies, Rockets for Mike James (Lamont), and in exhchange give 2008 pick (#54-Maarty Leunen) to them.",TRUE
"2008-02-21","cash","Bobby Jackson","Hornets","3-team trade with Grizzlies, Rockets","On 2008-02-21, Hornets make 3-team trade with Grizzlies, Rockets for cash, and in exhchange give Bobby Jackson to them.",FALSE
"2008-02-21","cash","Adam Haluska","Hornets","3-team trade with Grizzlies, Rockets","On 2008-02-21, Hornets make 3-team trade with Grizzlies, Rockets for cash, and in exhchange give Adam Haluska to them.",FALSE
"2008-02-21","cash","Marcus Vinicius Viera de Souza","Hornets","3-team trade with Grizzlies, Rockets","On 2008-02-21, Hornets make 3-team trade with Grizzlies, Rockets for cash, and in exhchange give Marcus Vinicius Viera de Souza to them.",FALSE
"2008-02-21","cash","2008 pick (#54-Maarty Leunen)","Hornets","3-team trade with Grizzlies, Rockets","On 2008-02-21, Hornets make 3-team trade with Grizzlies, Rockets for cash, and in exhchange give 2008 pick (#54-Maarty Leunen) to them.",TRUE
"2008-02-21","Juan Dixon","Primoz Brezec","Pistons","trade with Raptors","On 2008-02-21, Pistons make trade with Raptors for Juan Dixon, and in exhchange give Primoz Brezec to them.",FALSE
"2008-02-21","Juan Dixon","cash","Pistons","trade with Raptors","On 2008-02-21, Pistons make trade with Raptors for Juan Dixon, and in exhchange give cash to them.",FALSE
"2008-02-21","Bobby Jackson","rights to Malick Badiane","Rockets","3-team trade with Grizzlies, Hornets","On 2008-02-21, Rockets make 3-team trade with Grizzlies, Hornets for Bobby Jackson, and in exhchange give rights to Malick Badiane to them.",FALSE
"2008-02-21","Adam Haluska","rights to Malick Badiane","Rockets","3-team trade with Grizzlies, Hornets","On 2008-02-21, Rockets make 3-team trade with Grizzlies, Hornets for Adam Haluska, and in exhchange give rights to Malick Badiane to them.",FALSE
