"","Date","Team","Acquired","Relinquished","Notes"
"282","2016-07-12","Heat","• Derrick Williams","","signed unrestricted free agent to a 1-year, $5M contract (P)"
"283","2016-07-12","Heat","• Stefan Jankovic","","signed free agent"
"284","2016-07-12","Pelicans","","• Toney Douglas","waived"
"285","2016-07-12","Timberwolves","• Cole Aldrich","","signed unrestricted free agent to a 3-year, $22M contract"
"286","2016-07-12","Warriors","• Zaur Pachulia / Zaza Pachulia","","signed unrestricted free agent to a 1-year, $2.9M contract"
"287","2016-07-12","Grizzlies","• Troy Daniels","• cash• traded player exception","trade with Hornets"
"288","2016-07-12","Hornets","• cash• traded player exception","• Troy Daniels","trade with Grizzlies"
"289","2016-07-13","Grizzlies","• James Ennis","","signed unrestricted free agent to a 2-year, $6M contract"
"290","2016-07-13","Heat","• Willie Reed","","signed unrestricted free agent to a 2-year contract"
"291","2016-07-13","Knicks","• Maurice Ndour / Maurice N'dour","","signed free agent to a 2-year minimum contract"
"292","2016-07-13","Nets","• Greivis Vasquez","","signed unrestricted free agent to a 1-year, $5M contract"
"293","2016-07-13","Nets","• Luis Scola","","signed unrestricted free agent to a 1-year contract"
"294","2016-07-14","Hawks","• Jarrett Jack","","signed free agent to a 1-year minimum contract"
"295","2016-07-14","Hawks","• Malcolm Delaney","","signed free agent"
"296","2016-07-14","Hornets","• Christian Wood","","signed unrestricted free agent to a 2-year contract"
"297","2016-07-14","Mavericks","• Nicolas Brussino","","signed free agent to a 3-year contract"
"298","2016-07-14","Nets","• Anthony Bennett","","signed free agent to a 2-year minimum contract"
"299","2016-07-14","Nets","• Randy Foye","","signed unrestricted free agent to a 1-year contract"
"300","2016-07-14","Raptors","• Jared Sullinger","","signed unrestricted free agent to a 1-year, $6M contract"
"301","2016-07-14","Spurs","• Bryn Forbes","","signed free agent"
"302","2016-07-14","Spurs","• Dewayne Dedmon","","signed unrestricted free agent to a 2-year, $6M contract"
"303","2016-07-14","Spurs","• Pau Gasol","","signed unrestricted free agent to a 2-year, $30M contract (second year is player option)"
"304","2016-07-14","Spurs","• Ryan Arcidiacono","","signed free agent to a 2-year contract"
"305","2016-07-15","76ers","• Sasha Kaun• cash","• rights to Chukwudiebere Maduabum / Chu Chu Maduabum","trade with Cavaliers"
"306","2016-07-15","Bulls","• Dwyane Wade","","signed unrestricted free agent to a 2-year, $47M contract"
"307","2016-07-15","Cavaliers","• rights to Chukwudiebere Maduabum / Chu Chu Maduabum","• Sasha Kaun• cash","trade with 76ers"
"308","2016-07-15","Hawks","• Matt Costello","","signed free agent to a 2-year contract"
"309","2016-07-15","Heat","• Okaro White","","signed free agent"
"310","2016-07-15","Mavericks","• Jonathan Gibson","","signed free agent to a 3-year contract"
"311","2016-07-15","Mavericks","• Seth Curry","","signed unrestricted free agent to a 2-year, $6M contract"
"312","2016-07-15","Clippers","• Roy Devyn Marble / Roy Marble (Devyn)• 2020 second round pick (?-?)","• C.J. Wilcox• cash","trade with Magic"
"313","2016-07-15","Magic","• C.J. Wilcox• cash","• Roy Devyn Marble / Roy Marble (Devyn)• 2020 second round pick (?-?)","trade with Clippers"
"314","2016-07-15","Clippers","","• Roy Devyn Marble / Roy Marble (Devyn)","waived"
"315","2016-07-16","Clippers","","• Branden Dawson","waived"
"316","2016-07-16","Raptors","• Fred VanVleet","","signed free agent"
"317","2016-07-17","76ers","","• Sasha Kaun","waived"
"318","2016-07-19","Clippers","• Brandon Bass","","signed unrestricted free agent to a 1-year minimum contract"
"319","2016-07-19","Nets","• Joe Harris","","signed free agent to a 2-year minimum contract"
"320","2016-07-19","Rockets","• Nene / Nene Hilario / Maybyner Hilario","","signed unrestricted free agent to a 1-year, $2.9M contract"
"321","2016-07-19","Suns","• Leandro Barbosa","","signed unrestricted free agent to a 2-year, $8M contract (second year is team option)"
"322","2016-07-19","Timberwolves","• Cole Aldrich","","signed unrestricted free agent to a 3-year, $22M contract"
"323","2016-07-19","Timberwolves","• Jordan Hill","","signed unrestricted free agent to a 2-year, $8M contract"
"324","2016-07-20","Bulls","• Isaiah Canaan","","signed unrestricted free agent to a 2-year contract"
"325","2016-07-20","Mavericks","• Kyle Collinsworth","","signed free agent to a 2-year contract"
"326","2016-07-20","Mavericks","• Quincy Acy","","signed unrestricted free agent to a 2-year minimum contract"
"327","2016-07-21","Cavaliers","• Chris Andersen","","signed unrestricted free agent to a 1-year minimum contract"
"328","2016-07-21","Pacers","• Aaron Brooks","","signed unrestricted free agent to a 1-year, $2.5M contract"
"329","2016-07-21","Pelicans","• E'Twaun Moore","","signed unrestricted free agent to a 4-year, $34M contract"
"330","2016-07-21","Pelicans","• Langston Galloway","","signed unrestricted free agent to a 2-year, $10M contract (second year is team option) (P)"
"331","2016-07-21","Pelicans","• Solomon Hill","","signed unrestricted free agent to a 4-year, $52M contract"
"332","2016-07-21","Raptors","• Jarrod Uthoff","","signed free agent to a 2-year contract"
"333","2016-07-21","Wizards","• Tomas Satoransky","","signed free agent to a 3-year contract"
"334","2016-07-22","Pelicans","• Alonzo Gee","","signed unrestricted free agent to a 1-year minimum contract"
"335","2016-07-22","Pelicans","• Terrence Jones","","signed unrestricted free agent to a 1-year minimum contract"
"336","2016-07-24","Wizards","• Sheldon McClellan / Sheldon Mac","","signed free agent"
"337","2016-07-25","76ers","• Brandon Paul","","signed free agent"
"338","2016-07-25","Blazers","• Tim Quarterman","","signed free agent to a 2-year contract"
"339","2016-07-25","Clippers","• Raymond Felton","","signed unrestricted free agent to a 1-year minimum contract"
"340","2016-07-25","Heat","• Dion Waiters","","signed unrestricted free agent to a 2-year, $5.9M contract"
"341","2016-07-25","Hornets","• Mike Tobey","","signed free agent"
"342","2016-07-25","Nets","• Beau Beech","","signed free agent to a 1-year contract"
"343","2016-07-26","Grizzlies","• Troy Williams","","signed free agent"
"344","2016-07-26","Hawks","• Matt Costello","","signed free agent to a 2-year contract"
"345","2016-07-26","Hornets","• Treveon Graham","","signed free agent"
"346","2016-07-26","Pistons","• Ray McCallum Jr.","","signed free agent to a 1-year minimum contract"
"347","2016-07-26","Wizards","• Danuel House","","signed free agent"
"348","2016-07-26","Knicks","• Amare Stoudemire / Amar'e Stoudemire","","signed unrestricted free agent"
"349","2016-07-26","Knicks","","• Amare Stoudemire / Amar'e Stoudemire","waived"
"350","2016-07-27","76ers","• Brandon Paul","","signed free agent"
"351","2016-07-27","Celtics","• Gerald Green (b)","","signed unrestricted free agent to a 1-year minimum contract"
"352","2016-07-27","Mavericks","• Jameel Warney","","signed free agent"
"353","2016-07-27","Mavericks","• Keith Hornsby","","signed free agent"
"354","2016-07-27","Nets","• Egidijus Mockevicius","","signed free agent"
"355","2016-07-28","Bulls","• Spencer Dinwiddie","","signed free agent"
"356","2016-07-29","Knicks","• Ron Baker","","signed undrafted free agent to a 1-year contract"
"357","2016-07-29","Pacers","","• Shayne Whittington","waived"
"358","2016-07-29","Rockets","• Pablo Prigioni","","signed unrestricted free agent to a 2-year contract"
"359","2016-07-29","Spurs","• Patricio Garino","","signed free agent"
"360","2016-07-30","Cavaliers","","• Dahntay Jones","waived"
"361","2016-08-01","Knicks","• J.P. Tokoto","","signed free agent"
"362","2016-08-02","Cavaliers","• DeAndre Liggins",NA,"signed free agent to a 1-year minimum contract"
"363","2016-08-02","Clippers","• Alan Anderson",NA,"signed unrestricted free agent to a 1-year minimum contract"
"364","2016-08-02","Raptors","• Jarrod Uthoff",NA,"signed free agent to a 2-year contract"
"365","2016-08-02","Spurs","• David Lee",NA,"signed unrestricted free agent to a 2-year minimum contract"
"366","2016-08-03","Knicks","• Chasson Randle",NA,"signed free agent"
"367","2016-08-04","Grizzlies","• Tony Wroten Jr.",NA,"signed free agent"
"368","2016-08-05","Nets","• Beau Beech",NA,"signed free agent to a 1-year contract (CBC)"
"369","2016-08-05","Nets","• Egidijus Mockevicius",NA,"signed free agent to a 1-year contract (CBC)"
"370","2016-08-05","Nets","• Yogi Ferrell",NA,"signed free agent to a 1-year contract"
"371","2016-08-08","Grizzlies","• D.J. Stephens",NA,"signed free agent to a 2-year contract"
"372","2016-08-08","Grizzlies","• Tony Wroten Jr.",NA,"signed free agent (CBS E P)"
"373","2016-08-08","Grizzlies","• Troy Williams",NA,"signed free agent"
"374","2016-08-08","Grizzlies","• Wayne Selden Jr.",NA,"signed free agent"
"375","2016-08-10","Warriors","• Elliot Williams",NA,"signed free agent"
"376","2016-08-11","Raptors","• Drew Crawford",NA,"signed free agent"
"377","2016-08-12","Raptors","• Drew Crawford",NA,"signed free agent (P)"
"378","2016-08-12","Raptors","• Yanick Moreira",NA,"signed free agent"
"379","2016-08-13","Pelicans","• Chris Copeland",NA,"signed free agent"
"380","2016-08-13","Pelicans","• Robert Sacre",NA,"signed unrestricted free agent"
"381","2016-08-13","Raptors","• Drew Crawford",NA,"signed free agent (CBS S)"
"382","2016-08-13","Thunder","• Ronnie Price",NA,"signed unrestricted free agent to a 2-year contract"
"383","2016-08-15","Blazers","• Grant Jerrett",NA,"signed free agent"
"384","2016-08-16","Nuggets","• D.J. Kennedy",NA,"signed free agent"
"385","2016-08-17","Blazers","• Grant Jerrett",NA,"signed free agent"
"386","2016-08-17","Celtics","• Marcus Georges-Hunt",NA,"signed free agent"
"387","2016-08-17","Heat","• Beno Udrih",NA,"signed free agent to a 1-year contract"
"388","2016-08-17","Thunder","• Ronnie Price",NA,"signed unrestricted free agent to a 2-year, $5M contract"
"389","2016-08-19","Celtics","• Marcus Georges-Hunt",NA,"signed free agent"
"390","2016-08-22","Bucks","• Jason Terry",NA,"signed unrestricted free agent"
"391","2016-08-22","Lakers","• Yi Jianlian / Jianlian Yi",NA,"signed unrestricted free agent to a 1-year, $8M contract"
"392","2016-08-22","Timberwolves","• Toure' Murry / Toure Murry","","signed free agent"
"393","2016-08-24","Timberwolves","• John Lucas III","","signed free agent"
"394","2016-08-26","Pacers","• Julyan Stone","","signed free agent"
"395","2016-08-26","76ers","• Tibor Pleiss• 2017 second round pick (most favorable of Jazz, Knicks, Pistons, Warriors picks) (#36-Jonah Bolden)• 2017 second round pick (least favorable of Jazz, Knicks, Pistons, Warriors picks) (#60-Alpha Kaba)","• Kendall Marshall","trade with Jazz"
"396","2016-08-26","Jazz","• Kendall Marshall","• Tibor Pleiss• 2017 second round pick (most favorable of Jazz, Knicks, Pistons, Warriors picks) (#36-Jonah Bolden)• 2017 second round pick (least favorable of Jazz, Knicks, Pistons, Warriors picks) (#60-Alpha Kaba)","trade with 76ers"
"397","2016-08-26","Jazz","","• Kendall Marshall","waived"
"398","2016-08-29","Lakers","• Zach Auguste","","signed free agent"
"399","2016-08-29","Pacers","• Alex Poythress","","signed free agent"
"400","2016-08-29","Pacers","• Julyan Stone","","signed free agent"
"401","2016-08-30","Nuggets","• second round pick (protected top 35 in 2017, unprotected in 2018) (2017 #49-Vlatko Cancar)• second round pick (protected top 35 2017, unprotected in 2018) (2017 #51-Monte Morris)","• Joffrey Lauvergne","trade with Thunder"
"402","2016-08-30","Thunder","• Joffrey Lauvergne","• second round pick (protected top 35 in 2017, unprotected in 2018) (2017 #49-Vlatko Cancar)• second round pick (protected top 35 2017, unprotected in 2018) (2017 #51-Monte Morris)","trade with Nuggets"
"403","2016-08-31","76ers","","• Carl Landry","waived"
"404","2016-08-31","76ers","","• Tibor Pleiss","waived"
"405","2016-08-31","76ers","• Anthony Barber / Cat Barber","","signed free agent"
"406","2016-08-31","Celtics","","• John Holland","waived"
"407","2016-08-31","Kings","• Ty Lawson","","signed unrestricted free agent to a 1-year contract"
"408","2016-09-01","Lakers","• Julian Jacobs","","signed free agent (P)"
"409","2016-09-01","Lakers","• Travis Wear","","signed unrestricted free agent"
"410","2016-09-04","Lakers","• Julian Jacobs",NA,"signed free agent (CBS S)"
"411","2016-09-06","Bucks","• Orlando Johnson",NA,"signed free agent"
"412","2016-09-06","Jazz","• Quincy Ford",NA,"signed free agent"
"413","2016-09-07","Cavaliers","• Markel Brown",NA,"signed unrestricted free agent (P)"
"414","2016-09-07","Hornets","• Andrew Andrews",NA,"signed free agent"
"415","2016-09-07","Hornets","• Rasheed Sulaimon",NA,"signed free agent"
"416","2016-09-07","Nuggets","• Jarnell Stokes",NA,"signed free agent"
"417","2016-09-07","Nuggets","• Robbie Hummel",NA,"signed unrestricted free agent"
"418","2016-09-07","Raptors","• E.J. Singler",NA,"signed free agent"
"419","2016-09-08","Bucks","• J.J. O'Brien",NA,"signed free agent"
"420","2016-09-08","Bucks","• Orlando Johnson",NA,"signed free agent (CBC E P)"
"421","2016-09-08","Magic","• Arinze Onuaku",NA,"signed unrestricted free agent"
"422","2016-09-08","Magic","• Branden Dawson",NA,"signed free agent"
"423","2016-09-08","Magic","• Cliff Alexander",NA,"signed free agent"
"424","2016-09-08","Magic","• Damjan Rudez",NA,"signed unrestricted free agent"
"425","2016-09-08","Magic","• Kevin Murphy",NA,"signed free agent"
